剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Jini Combat System	应激反应		自己回复25%生命，<desc_id=1017>应对防御</>：改为回复50%生命。			Locfile全量-20260402	Snap Reflex		New	ストレス反応																											緊迫反應	
	Jini Combat System	强制重启		造成魔伤，<desc_id=1015>应对状态</>：回合结束时使敌方精灵<desc_id=1024>返场</>。			Locfile全量-20260402	Forced Reboot		New	強制再起動																											強制重啟	
	Jini Combat System	当头棒喝		造成物伤，若敌方本回合更换精灵，本次技能威力+100。			Locfile全量-20260402	Wake-Up Call		New	喝破																											當頭棒喝	
	Jini Combat System	扇风		造成物伤，若先于敌方攻击，本次技能威力+50%。			Locfile全量-20260402	Gust		New	ウィンドファン																											搧風	
	Jini Combat System	彼岸之手		造成物伤，自己每失去10%生命，本技能能耗-1。			Locfile全量-20260402	Hand from Beyond		New	アビスハンド																											彼岸之手	
	Jini Combat System	打湿		自己获得1层<desc_id=1022>湿润印记</>。			任务导出对话(本地化专用)-batch20260421_B1	Drench		New	水濡れ																											打濕	
	Jini Combat System	心灵洞悉		赋予敌方x层<desc_id=1035>星陨</>，x为敌方印记层数			Locfile全量-20260402	Mind Insight		New	心眼洞察																											心靈洞悉	
	Jini Combat System	打鼾		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Snore		New	いびき																											打呼	
	Jini Combat System	感染病		造成魔伤，若击败敌方则将<desc_id=1001>中毒</>转化为<desc_id=1014>中毒印记</>。			Locfile全量-20260402	Contagion		New	感染病																											感染症	
	Jini Combat System	扫尾		对敌方精灵造成物理伤害。			Locfile全量-20260402	Tail Sweep		New	テイルアタック																											掃尾	
	Jini Combat System	快速移动		自己获得速度+80，<desc_id=1017>应对防御</>：改为速度+160。			Locfile全量-20260402	Swiftstride		New	高速移動																											快速移動	
	Jini Combat System	恶意逃离		<desc_id=1003>脱离</>，<desc_id=1017>应对防御</>：额外使敌方攻击技能能耗+4。			Locfile全量-20260402	Malicious Escape		New	イビルエスケープ																											惡意逃離	
	Jini Combat System	扬沙		对敌方精灵造成物理伤害。			Locfile全量-20260402	Sand Toss		New	サンドストーム																											揚沙	
	Jini Combat System	折射		造成魔伤，携带其他系别技能会给本技能带来不同效果。			Locfile全量-20260402	Refraction		New	屈折																											折射	
	Jini Combat System	抛石		造成物伤，回合结束时，本技能能耗永久-5。			Locfile全量-20260402	Stone Hurl		New	投石																											拋石	
	Jini Combat System	报复		减伤70%，<desc_id=1016>应对攻击</>：敌方失去3能量。			Locfile全量-20260402	Revenge		New	リベンジ																											報復	
	Jini Combat System	抽枝		造成物伤，<desc_id=1015>应对状态</>：自己回复50%生命和5能量。			Locfile全量-20260402	Sproutstrike		New	枝伸ばし																											抽枝	
	Jini Combat System	捆缚		敌方获得2层<desc_id=1001>中毒</>，获得1次<desc_id=1009>奉献</>：敌方获得2层<desc_id=1001>中毒</>。			Locfile全量-20260402	Bind		New	バインド																											捆縛	
	Jini Combat System	惊吓盒子		造成物伤，<desc_id=1015>应对状态</>：使敌方失去6能量。			Locfile全量-20260402	Scarebox		New	びっくり箱																											驚嚇箱	
	Jini Combat System	捧杀		减伤90%，<desc_id=1016>应对攻击</>：敌方获得1层<desc_id=1006>萌化</>。			Locfile全量-20260402	Flattery		New	ほめ殺し																											捧殺	
	Jini Combat System	掠夺		对敌方精灵造成魔法伤害。			任务导出对话(本地化专用)-batch20260421_B1	Plunder		New	略奪																											掠奪	
	Jini Combat System	打雪仗		初始能量为0，入场前己方精灵每放1次冰系技能，回复3能量。			Locfile全量-20260402	Snowball Fight		New	雪合戦																											打雪仗	
	Jini Combat System	掩护		减伤70%，<desc_id=1026>紧急脱离</>，<desc_id=1016>应对攻击</>：下个入场精灵获得减伤。			Locfile全量-20260402	Cover		New	援護																											掩護	
	Jini Combat System	提气		自己获得全技能威力+40，若敌方本回合更换精灵，额外获得威力+50。			Locfile全量-20260402	Breath Control		New	気練り																											提氣	
	Jini Combat System	技巧打击		造成物伤，<desc_id=1015>应对状态</>：本次技能威力变为10倍。			Locfile全量-20260402	Tactical Strike		New	テクニカルアタック																											技巧打擊	
	Jini Combat System	撒娇		造成魔伤，3连击。自己获得<desc_id=1006>萌化</>：威力永久+20。			Locfile全量-20260402	Coy Act		New	おねだり																											撒嬌	
	Jini Combat System	摇篮曲		敌方获得全技能能耗+3，<desc_id=1017>应对防御</>：额外造成<desc_id=1011>打断</>，且敌方下回合获得眩晕。			Locfile全量-20260402	Lullaby		New	子守歌																											搖籃曲	
	Jini Combat System	撕咬		造成物伤，3连击，若自己的生命低于50%，本次技能连击数+2。			Locfile全量-20260402	Crunch		New	噛み裂き																											撕咬	
	Jini Combat System	撕裂		造成物伤，<desc_id=1015>应对状态</>：本次攻击<desc_id=1029>吸血</>100%。			Locfile全量-20260402	Rend		New	引き裂き																											撕裂	
	Jini Combat System	操控		敌方本回合使用的技能能耗+7，持续3回合。			任务导出对话(本地化专用)-batch20260421_B1	Interfere		New	コントロール																											操控	
	Jini Combat System	放晴		光系技能威力永久+50%，<desc_id=1017>应对防御</>：改为永久+100%。			Locfile全量-20260402	Clear Sky		New	晴れ渡り																											放晴	
	Jini Combat System	无影脚		造成物伤，<desc_id=1015>应对状态</>：本次技能威力变为2倍。			Locfile全量-20260402	Shadow Kick		New	無影脚⏎シャドウキック		New																									無影腳	
	Jini Combat System	散手		造成物伤，2连击，<desc_id=1015>应对状态</>：本技能改为6连击。			Locfile全量-20260402	Freestyle Punch		New	組手																											散手	
	Jini Combat System	斩断		造成物伤，<desc_id=1015>应对状态</>：额外<desc_id=1011>打断</>被应对技能。			Locfile全量-20260402	Severing Blow		New	断ち切り																											斬斷	
	Jini Combat System	持续高温		造成魔伤，<desc_id=1015>应对状态</>：下次攻击技能威力翻倍。			Locfile全量-20260402	Sustained Heat		New	ヒートゾーン																											持續高溫	
	Jini Combat System	星链		2连击，每次连击赋予1层<desc_id=1035>星陨</>			Locfile全量-20260402	Stellar Link		New	星繋ぎ																											星鏈	
	Jini Combat System	架势		自己回复20%生命，下次技能无需<desc_id=1007>蓄力</>。			任务导出对话(本地化专用)-batch20260421_B1	Stance		New	身構え																											架勢	
	Jini Combat System	无畏之心		减伤100%，<desc_id=1016>应对攻击</>：减免的伤害变为回复自己生命，且本技能能耗永久+2。			Locfile全量-20260402	Fearless Heart		New	恐れぬ心																											無畏之心	
	Jini Combat System	栽赃		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Frame-Up		New	濡れ衣																											栽贓	
	Jini Combat System	晒太阳		驱散敌方所有<desc_id=1012>增益</>。			任务导出对话(本地化专用)-batch20260421_B1	Sunbask		New	日向ぼっこ																											曬太陽	
	Jini Combat System	械斗		造成物伤，本技能位于1号位时威力+60，<desc_id=1033>传动</>1。			Locfile全量-20260402	Brawl		New	武闘																											械鬥	
	Jini Combat System	棘刺		赋予敌方1层<desc_id=1019>棘刺印记</>。			Locfile全量-20260402	Thorn		New	トゲ		New																									棘刺	
	Jini Combat System	易燃物质		造成魔伤，2连击，每次连击使敌方获得2层<desc_id=1002>灼烧</>。			Locfile全量-20260402	Kindling		New	可燃物																											易燃物質	
	Jini Combat System	棘突		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Thornspike		New	スパイクランス																											棘突	
	Jini Combat System	星轨裂变		赋予敌方2层<desc_id=1035>星陨</>。			Locfile全量-20260402	Stellar Fission		New	スターレイルスプリット																											星軌分裂	
	Jini Combat System	毒囊		造成物伤，敌方获得2层<desc_id=1001>中毒</>，<desc_id=1015>应对状态</>：改为获得6层。			Locfile全量-20260402	Poison Sac		New	毒袋																											毒囊	
	Jini Combat System	暗箱操作		自己获得双攻和双防-100%，<desc_id=1017>应对防御</>：改为敌方获得双攻和双防-100%。			Locfile全量-20260402	Backroom Deal		New	裏工作																											黑箱操作	
	Jini Combat System	月光合奏		造成物伤，1连击，双方携带的所有精灵每有1层<desc_id=1006>萌化</>，本次技能连击数+1。			Locfile全量-20260402	Moonlight Concerto		New	ムーンセレナーデ																											月光合奏	
	Jini Combat System	有效预防		减伤50%，<desc_id=1016>应对攻击</>：下一次行动获得<desc_id=1020>先手</>+1。			Locfile全量-20260402	Preemptive Guard		New	防護策																											有效預防	
	Jini Combat System	毒沼		对敌方精灵造成物理伤害。			Locfile全量-20260402	Poison Swamp		New	毒沼																											毒沼	
	Jini Combat System	毒针		造成物伤，敌方获得1层<desc_id=1001>中毒</>。			Locfile全量-20260402	Poison Sting		New	毒針																											毒針	
	Jini Combat System	暗突袭		造成物伤，<desc_id=1029>吸血</>50%，<desc_id=1015>应对状态</>：本次技能威力翻倍。			Locfile全量-20260402	Stealth Strike		New	闇討ち																											暗突襲	
	Jini Combat System	毒雾		将敌方所有<desc_id=1012>增益</>，转化成<desc_id=1001>中毒</>。			任务导出对话(本地化专用)-batch20260421_B1	Poison Mist		New	毒霧																											毒霧	
	Jini Combat System	气泡		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Bubble		New	バブル																											氣泡	
	Jini Combat System	气波		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Air Wave		New	気功波																											氣波	
	Jini Combat System	水刃		造成物伤，<desc_id=1015>应对状态</>：本技能能耗永久-4。			Locfile全量-20260402	Water Blade		New	アクアブレード																											水刃	
	Jini Combat System	杠杆置换		自己回复2能量，交换两侧技能位置。			Locfile全量-20260402	Lever Swap		New	レバーシフト																											槓桿置換	
	Jini Combat System	水弹		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Water Bullet		New	アクアショット																											水彈	
	Jini Combat System	极寒领域		造成魔伤，若敌方有<desc_id=1004>冻结</>，本次技能威力+60，<desc_id=1015>应对状态</>：使<desc_id=1004>冻结</>翻倍。			Locfile全量-20260402	Arctic Realm		New	極寒の領域																											極寒領域	
